Organisme,Domaine,Secteur,Specialite,Personnel_encadrement_interne,Personnel_encadrement_postes_vacants,Personnel_encadrement_externe,Professionnel_interne_standard,Professionnel_interne_expert,Professionnel_interne_expert_chef_equipe,Professionnel_interne_emerite,Professionnel_interne_emerite_chef_equipe,Professionnel_interne_standard_postes_vacants,Professionnel_interne_expert_postes_vacants,Professionnel_interne_expert_chef_̩quipe_postes_vacants,Professionnel_interne_emerite_postes_vacants,Professionnel_interne_emerite_chef_equipe_postes_vacants,Professionnel_externe,Technicien_interne_classe_nominale,Technicien_interne_classe_principale,Technicien_classe_principale_chef_equipe,Technicien_interne_classe_nominale_postes_vacants,Technicien_interne_classe_principale_postes_vacants,Technicien_classe_principale_chef_equipe_postes_vacants,Technicien_externe,Personnel_bureau_interne,Personnel_bureau_interne_postes_vacants,Personnel_bureau_externe,Total_personnel_interne,Total_postes_vacants,Total_personnel_externe 
Commission des partenaires du march̩ du travail,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Pilotage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission des partenaires du march̩ du travail,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Programmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission des partenaires du march̩ du travail,Sp̩cialit̩s RI,Technologies de l'information - Informatique,S̩curit̩ de l'information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission des partenaires du march̩ du travail,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Soutien aux utilisateurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission des partenaires du march̩ du travail,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Soutien de projet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission des partenaires du march̩ du travail,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Conseil strat̩gique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission des partenaires du march̩ du travail,Sp̩cialit̩s RI,Technologies de l'information - Informatique,T̩l̩communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission des partenaires du march̩ du travail,Sp̩cialit̩s RI,Personnel d'encadrement (630 - 640) - Technologies de l'information,Technologies de l'information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s en soutien aux RI,"Administration, comptabilit̩ et finance - Administration",Administration g̩n̩rale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s en soutien aux RI,"Administration, comptabilit̩ et finance - Administration",Information de gestion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s en soutien aux RI,"Administration, comptabilit̩ et finance - Secr̩tariat",Secr̩tariat g̩n̩ral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s en soutien aux RI,"Culture, langues et communication - Communication",Web et m̩dias sociaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,"Infrastructures, am̩nagement et transports - Arpentage et g̩omatique",G̩omatique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Analyse d'affaires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Administration de donn̩es,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Analyse en d̩veloppement de syst̬me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'affaires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'entreprise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture de donn̩es et d'information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture de processus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture de r̩seaux - T̩l̩communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture de s̩curit̩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'infrastructure technologique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'int̩gration d'applications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'int̩gration technologique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture fonctionnelle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture organique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Coordination d'incidents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Formation TI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Gestion de projet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Infrastructure technologique et g̩n̩rale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Intelligence d'affaires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Pilotage,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Programmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,S̩curit̩ de l'information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Soutien aux utilisateurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Soutien de projet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Conseil strat̩gique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Technologies de l'information - Informatique,T̩l̩communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission municipale du Qu̩bec,Sp̩cialit̩s RI,Personnel d'encadrement (630 - 640) - Technologies de l'information,Technologies de l'information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s en soutien aux RI,"Administration, comptabilit̩ et finance - Administration",Administration g̩n̩rale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s en soutien aux RI,"Administration, comptabilit̩ et finance - Administration",Information de gestion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s en soutien aux RI,"Administration, comptabilit̩ et finance - Secr̩tariat",Secr̩tariat g̩n̩ral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s en soutien aux RI,"Culture, langues et communication - Communication",Web et m̩dias sociaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,"Infrastructures, am̩nagement et transports - Arpentage et g̩omatique",G̩omatique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Analyse d'affaires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Administration de donn̩es,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Analyse en d̩veloppement de syst̬me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'affaires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'entreprise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture de donn̩es et d'information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture de processus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture de r̩seaux - T̩l̩communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture de s̩curit̩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'infrastructure technologique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'int̩gration d'applications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'int̩gration technologique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture fonctionnelle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture organique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Coordination d'incidents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Formation TI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Gestion de projet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Infrastructure technologique et g̩n̩rale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Intelligence d'affaires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Pilotage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Programmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,S̩curit̩ de l'information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Soutien aux utilisateurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Soutien de projet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Conseil strat̩gique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Technologies de l'information - Informatique,T̩l̩communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission qu̩b̩coise des lib̩rations conditionnelles,Sp̩cialit̩s RI,Personnel d'encadrement (630 - 640) - Technologies de l'information,Technologies de l'information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s en soutien aux RI,"Administration, comptabilit̩ et finance - Administration",Administration g̩n̩rale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s en soutien aux RI,"Administration, comptabilit̩ et finance - Administration",Information de gestion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s en soutien aux RI,"Administration, comptabilit̩ et finance - Secr̩tariat",Secr̩tariat g̩n̩ral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s en soutien aux RI,"Culture, langues et communication - Communication",Web et m̩dias sociaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,"Infrastructures, am̩nagement et transports - Arpentage et g̩omatique",G̩omatique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Analyse d'affaires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Administration de donn̩es,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Analyse en d̩veloppement de syst̬me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'affaires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'entreprise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture de donn̩es et d'information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture de processus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture de r̩seaux - T̩l̩communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture de s̩curit̩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'infrastructure technologique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'int̩gration d'applications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'int̩gration technologique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture fonctionnelle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture organique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Coordination d'incidents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Formation TI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Gestion de projet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Infrastructure technologique et g̩n̩rale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Intelligence d'affaires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Pilotage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Programmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,S̩curit̩ de l'information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Soutien aux utilisateurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Soutien de projet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Conseil strat̩gique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Technologies de l'information - Informatique,T̩l̩communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de gestion de l'assurance parentale,Sp̩cialit̩s RI,Personnel d'encadrement (630 - 640) - Technologies de l'information,Technologies de l'information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de la justice administrative,Sp̩cialit̩s en soutien aux RI,"Administration, comptabilit̩ et finance - Administration",Administration g̩n̩rale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de la justice administrative,Sp̩cialit̩s en soutien aux RI,"Administration, comptabilit̩ et finance - Administration",Information de gestion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de la justice administrative,Sp̩cialit̩s en soutien aux RI,"Administration, comptabilit̩ et finance - Secr̩tariat",Secr̩tariat g̩n̩ral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de la justice administrative,Sp̩cialit̩s en soutien aux RI,"Culture, langues et communication - Communication",Web et m̩dias sociaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de la justice administrative,Sp̩cialit̩s RI,"Infrastructures, am̩nagement et transports - Arpentage et g̩omatique",G̩omatique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de la justice administrative,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Analyse d'affaires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conseil de la justice administrative,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Administration de donn̩es,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
